id,comment,Label
3001,"Yoginomics For a moment I was stunned; Maybe like many of his passionate supporters. Why would BJP commit a harakiri,antagonize minority ,provide a handle for a section of media and opposition to mount an attack with renewed vigour and glee( I told u so!) Will it damage its reputation and put a question mark on its developmental agenda? But knowing Modi & Amit Shah,their ability to think far ahead of the rest,I think they have a game plan with far reaching consequence which will pay them rich dividend in the electoral battles down the line. Suppose they ensure for the next 2 years a splendid model of governance with high growth and peace coupled with impartial administration they bury the ghost and tag of 'communal' neutralize and silence the critics once for ever ! If the epitome of right wing 'monster ' can make this paradigm shift then they will succeed in wooing.the minorities into their fold,which hitherto they have not been able to. More media harks upon the negatives more support BJP will get as credibility of media is at a new low thanks to vibrant social media.",1
3002,#Tata Group unexpected and I unimagined... because of your tussle we shareholders are getting destroyed...Tata Communications shares are down 11% since October 24,1
3003,Demontisation will help.mkt to get large...by balancing n re-distributing wealth among indian...by...govt invest,0
3004,In case of Delta Corp the regulatory risks are way too high,0
3005,"I think the police should bring in modern police sedans as used in the USA having a camera recording everything and a computer connected to a central crime database so that everything is recorded on camera. Also, put as much as CCTVs on public transport vehicles so that everything is recorded on camera and hence no eye witness is needed to put perpetrators behind bar on the basis of solid evidence. Also, if any Government official/ servant/ officer is accused of molesting and outraging the modesty of a lady, then he should be suspended immediately and if found guilty be dismissed from Duty. I know the laws are there but the implementation of such laws are very weak. Also, I think the media should keep highlighting the politicians that have criminal cases of rape and molestation against them so that the parties are finally forced to take action on such dirty politicians and kick them out of the party",0
3006,People struggled for over 200 years to get freedom from British. Can't we struggle 2months for th good of our country?,1
3007,Yess,0
3008,It should be done by their parents and JNU staff but delhi police doing. It's ok at least some body here to teach them.,1
3009,"O you presstitutes, where were you when Hindus were attacked in West Bengal ?",1
3010,Tum katwe log isiliye gali khate ho... Desh pr jab samasya aayi hai to apne Desh ki support ke bajay apni nich soch ka pradarshan krte ho.. sahi krte hai sb jo tum logo ki ammi chodte hai.,1
3011,"i am salaried, also working with LIC as advisor, which ITR should i be filing ??",0
3012,"@url May I suggest you to Please read this report , If by ""appeasement"" you mean appeasement to mulism's. Who are the most backward section in this country.Muslim's. Reason's you ask? Communal prejudice, Ghettoisation ,Repeated Persecution.etc Just for your information Muslim's are even more backward than Dalits,SC's,ST's even Non-Hindu SC/ST(Tribal's).In fact the backward,poorest and ghettoised community in India are Muslim's. When issues of these communities are bought in parliament no one objects.Ex Jat's,Patel,Tamil,SC's,Dalit,zoroastrian,Sikh , but if you talk about the conditions of Indian citizens who happen to be Muslim then its appeasement who constitute 14.2% of India's population.",1
3013,WHAT ELSE CAN A POOR CHAP DO? A HEN-CHICK DOES NOT HAVE ANY CHOICE IN FRONT OF A CAT BUT TO .. .,0
3014,Becouse Pakistan army and nation know how to treat and welcome ill people like......,0
3015,You are also a lier like other politicians. You by your deeds we consider you as hypocrist.,1
3016,Anna - a total failure,1
3017,only air india all problem ...where as private airliners never have problem .......work versus no work,1
3018,Its good that this nonsense goes on till the time they pass on some evidence and courts take these politicians to task.,0
3019,Crap Sonu..˜¡˜¡˜¡˜¡˜¡,1
3020,"Former Congress minister V Srinivas Prasad who quit the party and joined the BJP lost by over 20,000 votes in Nanjangud.",0
3021,"Ur people r desecrating holy Quran, the peace msg of Islam",1
3022,"As cow vigilantism sweeps across Uttar Pradesh, cattle-sellers go online to sell their cows.",1
3023,"#CurrencyCheck Rupee touches 68.80/$ in early trade, currently off lows on dollar selling by state-owned banks. Manisha Gupta in conversation with Bhaskar Panda of HDFC Bank",0
3024,Indian People are again getting fooled Previous it was UP election and it worked .,0
3025,Wish this was not live and cud have just skipped this,0
3026,Shame on ...more worried to save cows..killing ppl..but not for human,1
3027,And there will be no outrage about it.. it's freedom of throwing stones it's their fundamental rights.,1
3028,It's an attack on Modi Govt and not AK.,0
3029,"Dude we have 10,000 manuscripts,books vedas . U can't expect me to follow all of them . Many of them r paradoxical to each other . So cow is sacred to indians google ""nandi bail""",1
3030,"First, let them ban it in Manipur where they are in power.",0
3031,Would you bet on some Railway stocks post the Fed rate event ?,0
3032,People who worship cow cannot behead 1 person...leave 100,1
3033,No.,0
3034,Reliance down from 1450 to 1390. Is it a good buy at current level ?,0
3035,One more express for Indian,1
3036,Isro copied my face book technology ---as simple as that,0
3037,"Ha..ha...I don't understand the mentality of such type people...the person who is in the favour of BJP ....who is Villain...,&...the person who is against BJP ....who is hero for u......",1
3038,The main and most hated product of pakistan is terrorism. so who need it?,0
3039,Good luck. I am afraid whether it will work or not.,1
3040,Then why you are killing our own people there ?He took so many days to understand this simple thing,1
3041,"Modi ji, all the Pain & nֳ¶ Real Gain.",1
3042,"Secularism means Respecting other religion,",0
3043,"Who is Mira Rajput ? What has she achieved to make her opinion matter ? Read about this girl .Her husband died for the country , instead of crying she decided to join the army herself . That's feminism ..Not being a trophy wife .. Planning parties and enjoying celebrity status because of ur husband. @url",1
3044,"Dear all please note ,beside terrorist pakistan is number one of producing Donkey, demand of pakistan donkey are huge in those country who support pakistan .",1
3045,Ask your national leader to give next president post for your underworld job done to throw the congress,1
3046,This is all politica to divert people mind from promises given to them is impossible to fulfill and also bavas cannot fool people if the message is adopted bij People,1
3047,Kajol - who cares what you ate. Its quite ok even if it was Gau Mata. Only muslims are not allowed. For others its fine.,1
3048,Ever heard of Sree padmanabha temple? Ever heard of Trivandrum?,1
3049,"spartans do not have emotions , if you want to be in sparta , throw your emotion in the garbages of cnbc tv 18 ...",0
3050,It was Cong which mentioned dog where did Modi come into this ?,0
3051,"Also, ABVP must apologise to Kanhaiya Kumar, and pay him compensation for defamation. @url",1
3052,This is the Jamuna Tehzeeb waiting for Indians.,1
3053,I think that high percentage of youth is due to less life span in India...??,0
3054,"Sonu Nigam said nothing wrong, if you want to selectively listen & outrage, that just points to your opportunism and hidden agenda.",1
3055,Express opinion is alway anti bjp,1
3056,Fake news.,1
3057,"The biggest explosion of 2017. The big bang had never happened and never will * ‚¹‚¹ Free Join Other Business ‚¹‚¹ * †’ If you want to get a job †’ 10,000 to 50000 rupees from mobile .. †’ Earn money every month, absolutely free †’ champ cash from the Play Store †’ Download your App †’ Register. †’ Enter the Referal ID - *371881* †’ Helpline Whatsaap no - *9529389497",0
