id,comment,clean_comment,Label
1189,Parliament has become a drama stage for all political parties in every session these politicians laugh and shout and fool the people of India. I am against demonetisation of currency until these parties bring a bill to stop corporate funding to political parties and bring lokpal bill immediately otherwise they themself are biggest corrupt people,parliament become drama stage political parties every session politicians laugh shout fool people india demonetisation currency parties bring bill stop corporate funding political parties bring lokpal bill immediately otherwise themself biggest corrupt people,1
1190,It is so pathetic and disgusting to see the slums on both sides of railway lines from Virar to Churchgate and from Kalyan to VT,pathetic disgusting see slums sides railway lines virar churchgate kalyan vt,1
1191,Please guide me on pnb gilts please sir give your precious guidance it will be very helpful for small investors,please guide pnb gilts please sir give precious guidance helpful small investors,0
1192,Ad,ad,0
1193,"In Bhajans, while singing, Hindus include Allah, Jisus...in stanzas. Guided by parents in our childhood itself. Now we realize, these Religions never found to have uttered Hindu Gods. who is tolerant?",bhajans singing hindus include allah jisus in stanzas guided parents childhood itself realize religions never found uttered hindu gods tolerant ,1
1194,"very soon we will start seeing hashtag machine option in hashtag option, if hashtag companies has to retain their business.",soon start seeing hashtag machine option hashtag option hashtag companies retain business ,0
1195,Why are you so annoyed? I don't object your opinion. You are free to have. Having an opinion is not equal to judging......˜‚˜‚˜‚˜‚˜‚˜‚˜‚˜‚˜‚˜‚˜‚˜‚˜‚˜‚˜‚,annoyed object opinion free have opinion equal judging ,1
1196,Recent developments in political arenas in Panjab & UP indicating incoming of a highly politically populist General Budget in Feb'2017 (if EC allows) ”,recent developments political arenas panjab indicating incoming highly politically populist general budget feb if ec allows ,0
1197,Bulshit?,bulshit ,1
1198,I'm from Afghanistan and grew up and living among Afghans Here you will find love for india in the heart of every single Afghan and will find hate for hypocrite Pakistan I think we should not waste time on whether Pakistan is terrorist state or not Bcz everyone knows that Pakistan is not only supporting terrorist but Pakistan itself is terrorist It's just time to take action against it Long life india Afghanistan friendship and brotherhood,i afghanistan grew living among afghans find love india heart every single afghan find hate hypocrite pakistan think waste time whether pakistan terrorist state bcz everyone knows pakistan supporting terrorist pakistan terrorist time take action long life india afghanistan friendship brotherhood,1
1199,"I have no deal with anyone. It's my opinion. And I think I have free to have one. He doesn't suit to play Bheema, that's all.˜‚˜‚˜‚˜‚˜‚˜‚",deal anyone opinion think free one suit play bheema that all ,1
1200,"Asrar Nazir....I spoke witg many Turks. Apart from, we have social media. He imposed Islamic law in secular Turkey. Backed ISIS by using Turkey as a transit for joinees worldwide. He is also working hard to oppress and disappear opposition....Modi didn't make any of these.",asrar nazir i spoke witg many turks apart from social media imposed islamic law secular turkey backed isis using turkey transit joinees worldwide also working hard oppress disappear opposition modi make these ,0
1201,Mistry aapko to jana hi tha. Dekh liya bhakti karne ka natija,mistry aapko jana hi tha dekh liya bhakti karne ka natija,0
1202,Indians are the best and suitable for these job bido yadav,indians best suitable job bido yadav,1
1203,Yes dear you right but some people want to do some new even they have dont any limit and sonu nigham is those people ..,yes dear right people want new even dont limit sonu nigham people ,1
1204,Women Auto driver...... women to kitne saal se Auto chal rahi.... tmlog to aaj pata chala..... waaah,women auto driver women kitne saal se auto chal rahi tmlog aaj pata chala waaah,0
1205,Revenue projections have to be owned by minister irrespective of projections that is given by industry. That is the only perspective. He should think of scenario building and contingencies in case projections. That is the business perspective. He has to get beyond of self glorification and just own up his budgets,revenue projections owned minister irrespective projections given industry perspective think scenario building contingencies case projections business perspective get beyond self glorification budgets,0
